City	State	District-County Code	ZipCode	Long	Lowest Grade	School Code	phone	District name	AddressLine2	AddressLine1	Lat	Principal Name	ESD Name	School Type	Highest Grade	School name	ESD Code
Everson	Washington	37506	98247-0000	-122.327777	6	2687	360.966.7561	Nooksack Valley School District		404 W. Columbia St.	48.9215009	Joel VanderYacht	Northwest Educational Service District 189	Public School	8	Nooksack Valley Middle School	29801
Everson	Washington	37506	98247-0000	-122.307873	PK	1823	360.988.9423	Nooksack Valley School District		3326 E. Badger Road	48.964089	Cindy Stockwell	Northwest Educational Service District 189	Public School	PK	Nooksack Valley Special Services	29801
Everson	Washington	37506	98247	-122.307873	K 	5189	360.988.2641	Nooksack Valley School District		3326 E Badger Rd	48.964089	Scott Smith	Northwest Educational Service District 189	Public School	12	NV Connections	29801
Sumas	Washington	37506	98295-0000	-122.2606742	PK	2489	(360) 988-9423	Nooksack Valley School District		1024 Lawson St	48.9941848	Kathy Winslow	Northwest Educational Service District 189	Public School	5	Sumas Elementary	29801
Ocean Shores	Washington	14064	98569-0000	-124.1388421	9	2728	360.289.3888	North Beach School District		P.O. Box 969	46.9909651	William Duncanson	Educational Service District 113	Public School	12	North Beach Senior High School	34801
Ocean Shores	Washington	14064	98569-0000	-124.154814	K 	3787	360.289.2147	North Beach School District		300 Mt. Olympus Way	46.9780749	Rhonda Ham	Educational Service District 113	Public School	6	Ocean Shores Elementary	34801
Connell	Washington	11051	99326-0829	-118.8943219	7	2198	509.234.3931	North Franklin School District		PO Box 829	46.6751172	Jim Jacobs	Educational Service District 123	Public School	8	Robert L Olds Junior High School	11801
KINGSTON	Washington	18400	98346-8408	-122.553752	PK	2798	360.394.6802	North Kitsap School District		27089 HIGHLAND RD NE	47.807626	Ben DEGNIN	Olympic Educational Service District 114	Public School	5	David Wolfle Elementary	18801
POULSBO	Washington	18400	98370-8147	-122.6539227	K 	2854	360.394.6650	North Kitsap School District		15650 CENTRAL VALLEY RD NW	47.7044806	Debora Foreman	Olympic Educational Service District 114	Public School	5	Hilder Pearson Elementary	18801
POULSBO	Washington	18400	98370-8147	-122.6539227	K 	2854	360.394.6650	North Kitsap School District		15650 CENTRAL VALLEY RD NW	47.7044806	Jeannette Wolfe	Olympic Educational Service District 114	Public School	5	Hilder Pearson Elementary	18801
Kingston	Washington	18400	98346	-122.5193243	9	5085	360.394.2632	North Kitsap School District		26201 Siyaya Avenue NE	47.7983239	Christy Cole	Olympic Educational Service District 114	Public School	12	Kingston High School	18801
KINGSTON	Washington	18400	97346-9401	-122.5166506	6	3126	360.394.6702	North Kitsap School District		26331 BARBER CUT OFF ROAD NE	47.80261	CLAUDIA ALVES	Olympic Educational Service District 114	Public School	8	Middle School Options	18801
POULSBO	Washington	18400	98370-7682	-122.625185	9	3236	360.779.8400	North Kitsap School District		1780 NE HOSTMARK	47.73541	Judson Miller	Olympic Educational Service District 114	Public School	12	North Kitsap High School	18801
POULSBO	Washington	18400	98370-7682	-122.625185	9	3236	360.779.8400	North Kitsap School District		1780 NE HOSTMARK	47.73541	Kathleen Prasch	Olympic Educational Service District 114	Public School	12	North Kitsap High School	18801
POULSBO	Washington	18400	98370-7335	-122.6237104	K 	1733	360.779.8742	North Kitsap School District		1845 NE HOSTMARK ST	47.7335903	Patricia Moore	Olympic Educational Service District 114	Public School	8	Pal Program	18801
POULSBO	Washington	18400	98370-7521	-122.621313	PK	2026	360.598.1100	North Kitsap School District		18531 NOLL RD NE	47.7315102	Glen Robbins	Olympic Educational Service District 114	Public School	5	Poulsbo Elementary School	18801
POULSBO	Washington	18400	98370-7521	-122.621313	PK	2026	360.598.1100	North Kitsap School District		18531 NOLL RD NE	47.7315102	Timothy Garrison	Olympic Educational Service District 114	Public School	5	Poulsbo Elementary School	18801
POULSBO	Washington	18400	98370-7639	-122.622247	6	2476	360.598.1000	North Kitsap School District		2003 NE HOSTMARK	47.7329322	Matt Vandeleur	Olympic Educational Service District 114	Public School	8	Poulsbo Middle School	18801
Belfair	Washington	23403	98528-0000	-122.840642	9	1680	360.277.2393	North Mason School District		71 E. Campus Dr.	47.412377	Anne Crosby	Olympic Educational Service District 114	Public School	12	PACE Academy (OPTIONS)	18801
Belfair	Washington	23403	98528-0000	-122.847251	K 	4320	360.277.2331	North Mason School District		NE 791 Sand Hill Rd.	47.4585299	Kristen Sheridan	Olympic Educational Service District 114	Public School	5	Sand Hill Elementary	18801
Cosmopolis	Washington	25200	98537-0000	-123.484573	PK	2292	(360) 532-3079	North River School District		2867 North River Rd	46.776023	Dave Pickering	Educational Service District 113	Public School	12	North River School	34801
Lacey	Washington	34003	98513	-122.8054282	6	5168	360-412-4400	North Thurston Public Schools		5900 54th Ave SE	47.0010227	Monica Sweet	Educational Service District 113	Public School	8	Aspire Middle School	34801
Lacey	Washington	34003	98513	-122.8055064	K 	5167	360-412-4400	North Thurston Public Schools		6501 Virginia St SE	46.9916061	Stan Koep	Educational Service District 113	Public School	6	Chambers Prairie Elementary School	34801
Lacey	Washington	34003	98516-6398	-122.8269308	7	3361	360.412.4760	North Thurston Public Schools		4301 6th Ave NE	47.0532026	Kirsten Rae	Educational Service District 113	Public School	8	Chinook Middle School	34801
Lacey	Washington	34003	98503-4255	-122.7594407	PK	4058	360.412.4670	North Thurston Public Schools		3025 Marvin Rd SE	47.0198517	Karen Johnson	Educational Service District 113	Public School	6	Evergreen Forest Elementary	34801
Lacey	Washington	34003	98513-4905	-122.8238047	K 	4408	(360) 412-4710	North Thurston Public Schools		4601 67th Ave SE	46.9863079	Tim Fries	Educational Service District 113	Public School	6	Horizons Elementary	34801
Lacey	Washington	34003	98503-3530	-122.8217329	7	4409	360.412.4740	North Thurston Public Schools		3650 College St SE	47.0153938	Joyce Ott	Educational Service District 113	Public School	8	Komachin Middle School	34801
Lacey	Washington	34003	98503-2844	-122.8029408	K 	3653	(360) 412-4650	North Thurston Public Schools		1800 Homann Dr SE	47.0294901	Gary Culbertson	Educational Service District 113	Public School	6	Lacey Elementary	34801
Lacey	Washington	34003	98503-7198	-122.8002759	PK	3539	(360) 412-4600	North Thurston Public Schools		6211 Mullen Rd SE	47.005585	Mike McDonald	Educational Service District 113	Public School	6	Lakes Elementary School	34801
Lacey	Washington	34003	98503-1598	-122.7775623	PK	3262	360.412.4610	North Thurston Public Schools		7600 5th Ave SE	47.0474799	Charles Harrington	Educational Service District 113	Public School	6	Lydia Hawk Elementary	34801
Lacey	Washington	34003	98513-2174	-122.740053	K 	4255	360.412.4690	North Thurston Public Schools		836 Deerbrush Dr SE	47.047512	Allison Shepard	Educational Service District 113	Public School	6	Meadows Elementary	34801
Lacey	Washington	34003	98503-7099	-122.8221624	PK	3130	360.412.4630	North Thurston Public Schools		1900 College St SE	47.0288143	Kurt Hatch	Educational Service District 113	Public School	6	Mountain View Elementary	34801
Lacey	Washington	34003	98503-1998	-122.7667761	7	3611	(360) 412-4770	North Thurston Public Schools		8100 Steilacoom Rd SE	47.0477492	Karen Owen	Educational Service District 113	Public School	8	Nisqually Middle School	34801
Lacey	Washington	34003	98506-5257	-122.8313913	9	3010	(360) 412-4805	North Thurston Public Schools		600 Sleater Kinney Rd NE	47.0529503	Steve Rood	Educational Service District 113	Public School	12	North Thurston High School	34801
Lacey	Washington	34003	98516-3776	-122.8260788	PK	4271	360.412.4620	North Thurston Public Schools		1920 Abernethy Rd NE	47.0625442	Bruce Walton	Educational Service District 113	Public School	6	Pleasant Glade Elementary	34801
Lacey	Washington	34003	98513	-122.751667	9	4427	360.412.4820	North Thurston Public Schools		350 River Ridge Drive SE	47.0563883	Karen Remy-Anderson	Educational Service District 113	Public School	12	River Ridge High School	34801
Lacey	Washington	34003	98506-2699	-122.8345283	K 	2754	360.412.4640	North Thurston Public Schools		3845 Sleater Kinney Rd NE	47.0854453	Kate Cook	Educational Service District 113	Public School	6	South Bay Elementary	34801
Lacey	Washington	34003	98516	-122.8243568	9	4314	360.412.4760	North Thurston Public Schools		411 College St NE	47.0524871	Rich Yelenich	Educational Service District 113	Public School	12	South Sound High School	34801
Olympia	Washington	34003	98513-0000	-95.752773	K 	8407		North Thurston Public Schools		11110 Connie Ave SE	30.1922144		Educational Service District 113	Tribal School	8	Wa He Lut Indian School	34801
Lacey	Washington	34003	98503-4499	-122.7779	K 	4122	360.412.4680	North Thurston Public Schools		4630 Carpenter Rd SE	47.0059619	David Warning	Educational Service District 113	Public School	6	Woodland Elementary	34801
Northport	Washington	33211	99157-1280	-117.7762734	K 	2062	(509) 732-4251	Northport School District		PO Box 1280	48.9569383	Patsy Guglielmino	Educational Service District 101	Public School	8	Northport Elementary School	32801
Northport	Washington	33211	99157-1280	-117.7762734	9	2958	509.732.4251	Northport School District		PO Box 1280	48.9569383	Don Baribault	Educational Service District 101	Public School	12	Northport High School	32801
Northport	Washington	33211	99157	-117.7762734	K 	5252	509 732-4251	Northport School District		PO Box 679	48.9569383	Donald  Baribault	Educational Service District 101	Public School	12	Northport Homelink Program	32801
Kenmore	Washington	17417	98028-4343	-122.251662	K 	3107	425.408.4000	Northshore School District		6725 NE Arrowhead DR	47.737737	Jesse Harrison	Puget Sound Educational Service District 121	Public School	6	Arrowhead Elementary	17801
Woodinville	Washington	17417	98077-9183	-122.0803656	K 	4305	425.408.4100	Northshore School District		18101 Avondale RD NE	47.7587381	Gary Keeler	Puget Sound Educational Service District 121	Public School	6	Bear Creek Elementary	17801
Bothell	Washington	17417	98011-3360	-122.220219	10	3106	425.408.7000	Northshore School District		9130 NE 180 ST	47.7602819	Bob Stewart	Puget Sound Educational Service District 121	Public School	12	Bothell High School	17801
Bothell	Washington	17417	98011-2121	-122.224322	PK	2493	425.408.5570	Northshore School District		19705 88 AV NE	47.7709789	Annette McNabb	Puget Sound Educational Service District 121	Public School	K 	C O Sorenson	17801
Bothell	Washington	17417	98021-7832	-122.1868588	K 	4017	425.408.5700	Northshore School District		21400 35 AV SE	47.8046207	Peter Misner	Puget Sound Educational Service District 121	Public School	6	Canyon Creek Elementary	17801
Bothell	Washington	17417	98021-7609	-97.0575372	K 	3105	425.408.4300	Northshore School District		21615 9 AV SE	44.8901681	Diane Hutchison	Puget Sound Educational Service District 121	Public School	6	Crystal Springs Elementary	17801
Woodinville	Washington	17417	98077-7489	-122.0429405	K 	4379	425.408.4400	Northshore School District		22150 NE 156 PL	47.7408581	Paul Bodnar	Puget Sound Educational Service District 121	Public School	6	East Ridge Elementary	17801
Bothell	Washington	17417	98012-7331	-122.179396	K 	4306	425.408.4500	Northshore School District		3933 Jewell RD	47.819456	Lew  Dickert	Puget Sound Educational Service District 121	Public School	6	Fernwood Elementary	17801
Bothell	Washington	17417	98021-8335	-122.236934	PK	4355	425.408.4600	Northshore School District		303 224 ST SW	47.795915	Jennifer Benson	Puget Sound Educational Service District 121	Public School	6	Frank Love Elementary	17801
Woodinville	Washington	17417	98072-9053	-122.1391508	K 	4124	425.408.4700	Northshore School District		17110 148 AV NE	47.7517748	Scott Beebe	Puget Sound Educational Service District 121	Public School	6	Hollywood Hill Elementary	17801
Bothell	Washington	17417	98021-8972	-122.1898555	K 	1814	425.408.6600	Northshore School District		3330 Monte Villa Parkway	47.7770699	Donna Tyo	Puget Sound Educational Service District 121	Public School	12	Northshore Networks	17801
Bothell	Washington	17417	98021-8972	-122.1898555	PK	1815	425.408.7735	Northshore School District		3330 Monte Villa Parkway	47.7770699	Shannon Hitch	Puget Sound Educational Service District 121	Public School	12	Northshore Special Services	17801
Bothell	Washington	17417	98021-4409	-122.2019415	7	3811	425.408.6600	Northshore School District		22107 23rd Dr SE	47.7979577	Donna Tyo	Puget Sound Educational Service District 121	Public School	12	Secondary Academy for Success	17801
Bothell	Washington	17417	98021-8529	-82.2461345	K 	3679	425.408.5200	Northshore School District		23400 5 AV W	28.2187379	Bethel Santos	Puget Sound Educational Service District 121	Public School	6	Shelton View Elementary	17801
Bothell	Washington	17417	98021-7832	-122.1889014	7	4371	425.408.6800	Northshore School District		21404 35 AV SE	47.8034887	Dawn Mark	Puget Sound Educational Service District 121	Public School	9	Skyview Jr High	17801
Redmond	Washington	17417	98052-2197	-122.10869	K 	4187	425.408.5300	Northshore School District		14075 172 AV NE	47.728022	Doug Hale	Puget Sound Educational Service District 121	Public School	6	Sunrise Elementary	17801
Woodinville	Washington	17417	98077-7191	-122.0508363	7	4516	425.408.6900	Northshore School District		19115 215 WY NE	47.7666983	Heather Miller	Puget Sound Educational Service District 121	Public School	9	Timbercrest Junior High	17801
Woodinville	Washington	17417	98072-8414	-122.1194343	K 	4069	425.408.5900	Northshore School District		16501 NE 195 ST	47.7687236	Bill Bagnall	Puget Sound Educational Service District 121	Public School	6	Wellington Elementary	17801
Bothell	Washington	17417	98011-2137	-122.2247701	K 	3287	425.408.5500	Northshore School District		19515 88 AV NE	47.7701036	Anne Cullum	Puget Sound Educational Service District 121	Public School	6	Westhill Elementary	17801
Bothell	Washington	17417	98011-2537	-122.1676646	PK	3749	425.408.5400	Northshore School District		12950 NE 195 ST	47.7681382	Jill Crivello	Puget Sound Educational Service District 121	Public School	6	Woodin Elementary	17801
Bothell	Washington	17417	98021-8972	-122.1898555	10	3396	425.408.7735	Northshore School District		3330 Monte Villa Parkway	47.7770699	Ed Koehl	Puget Sound Educational Service District 121	Institution	12	Woodinville Community Center	17801
